,Unnamed: 0,Company,Job Title,Location,Job Type,Experience level,Salary,Requirment of the company 
2255,2472,CI&T,Data Scientist,BRAZIL,Full Time,Senior-level,129000.0,"Big Data,Causal inference,Data Mining,ETL,Machine Learning,Power BI"
2256,2473,Vianai Systems,Data Scientist, CA - REMOTE,Full Time,Senior-level,129000.0,"Agile,Business Intelligence,Computer Science,Data Mining,Data warehouse,Deep Learning"
2257,2474,Playvalve,Data Engineer, ES - REMOTE,Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Data pipelines,Data quality,Data strategy"
2258,2475,Tubi,Lead Analytics Engineer, CA; REMOTE,Full Time,Senior-level,134000.0,"Agile,Architecture,AWS,Big Data,Business Intelligence,Computer Science"
2259,2476,Farfetch,Data Engineer,PORTUGAL,Full Time,Entry-level,59000.0,"Airflow,Architecture,AWS,Azure,CX,Data pipelines"
2260,2477,ShopriteX,Machine Learning Engineer,SOUTH AFRICA,Full Time,Senior-level,131000.0,"Agile,ANN,Architecture,AWS,Azure,Business Analytics"
2261,2478,C. Hoare & Co.,Data Quality Analyst - 12 month FTC,UNITED KINGDOM,Full Time,Mid-level,51000.0,"Architecture,Data governance,Data management,Data quality,Power BI,Python"
2262,2479,iTech Media,Data Analyst,LONDON OR REMOTE UK,Full Time,Senior-level,92000.0,"APIs,Data analysis,Data governance,Data quality,Engineering,Finance"
2263,2480,FREE NOW,Data Analyst,GERMANY,Full Time,Senior-level,92000.0,"Computer Science,Economics,Engineering,Mathematics,Python,QlikView"
2264,2481,Amazon.com,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Architecture,Athena,AWS,Azure,Big Data,Business Intelligence"
2265,2482,Elastic,Enterprise Search - Senior Product Manager- AI/ML,UNITED STATES,Full Time,Senior-level,126000.0,"APIs,Machine Learning,Privacy,Security"
2266,2483,CGG,Imaging Geophysicist / Scientist - 2023 Graduate Programme,EGYPT,Full Time,Entry-level,35000.0,"HPC,Mathematics,PhD,Physics"
2267,2484,Dropbox,"Staff Infrastructure Software Engineer, ML Platform",REMOTE - US,Full Time,Senior-level,183000.0,"AWS,Computer Science,Docker,Engineering,Kubeflow,Kubernetes"
2268,2485,Publicis Groupe,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Big Data,Cassandra,Computer Science"
2269,2486,Block,Data Scientist,UNITED STATES,Full Time,Senior-level,129000.0,"Architecture,Banking,Blockchain,Clustering,Crypto,Data strategy"
2270,2487,Noze,Machine Learning Platform Lead, QC,Full Time,Senior-level,69000.0,"AWS,Azure,Computer Science,Data analysis,Engineering,GCP"
2271,2488,Clarkston Consulting,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Azure,Big Data,Computer Science"
2272,2489,PSI CRO,Data Manager,REMOTE,Full Time,Senior-level,77000.0,"Data management,Testing"
2273,2491,ServiceNow,India FP&A - Sr.Manager (Bangalore or Mumbai),INDIA,Full Time,Executive-level,65000.0,"Banking,Consulting,Data Analytics,Excel,Finance,Research"
2274,2492,Our Future Health,Data Manager,UNITED KINGDOM,Full Time,Mid-level,55000.0,"Consulting,Genetics,ISO 27001,Privacy,R,Research"
2275,2493,Recursion,Computer Vision Intern,CANADA,Internship,Entry-level,0.0,"Biology,Computer Science,Computer Vision,Deep Learning,Diffusion models,Drug discovery"
2276,2494,Adevinta,Data Scientist,FRANCE,Full Time,Entry-level,39000.0,"AWS,Deep Learning,Docker,Kubeflow,Kubernetes,Machine Learning"
2277,2495,CI&T,Data Developer,BRAZIL,Full Time,Senior-level,55000.0,"Azure,Databricks,ELT,ETL,MLFlow,MLOps"
2278,2496,Carta,Analytics Engineer, DENMARK; RIO DE ,Full Time,Senior-level,110000.0,"Finance,FiveTran,Git,Looker,Privacy,Python"
2279,2497,Visa,Sr. System Analyst (Robotics Process Automations),INDIA,Full Time,Senior-level,55000.0,"Agile,APIs,Architecture,Data analysis,Excel,KPIs"
2280,2498,OZ,Machine Learning Engineer,UNITED STATES,Full Time,Mid-level,74000.0,"Agile,Azure,CI/CD,Computer Science,Consulting,Data Analytics"
2281,2499,Striveworks,Data Scientist,REMOTE,Full Time,Senior-level,129000.0,"Angular,APIs,Architecture,CI/CD,Computer Science,Data Analytics"
2282,2500,Brightspeed,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Agile,CX,Data warehouse,ELT,ETL,GCP"
2283,2502,Peloton,"Manager, Apparel Data Analytics & CRM",NEW YORK CITY,Full Time,Senior-level,138000.0,"A/B testing,Consulting,CX,Data Analytics,E-commerce,Excel"
2284,2503,Montevideo Labs,Machine Learning Engineer,URUGUAY - REMOTE,Full Time,Mid-level,74000.0,"AWS,Azure,Big Data,CI/CD,Computer Science,Data pipelines"
2285,2504,ExpressVPN,Data Engineer,SINGAPORE,Full Time,Senior-level,115000.0,"Airflow,AWS,Business Intelligence,CI/CD,Engineering,ETL"
2286,2505,84.51°,Data Scientist,UNITED STATES,Full Time,Mid-level,79000.0,"Azure,Data visualization,Economics,Market research,Mathematics,Power BI"
2287,2507,CloudZero,Senior Backend Engineer - Core Data Team, UNITED STATES - REMOTE,Full Time,Mid-level,51000.0,"APIs,Architecture,AWS,Engineering,Kanban,Python"
2288,2509,Collibra,"Senior Enterprise Architect, Data Quality",NEW YORK CITY,Full Time,Senior-level,196000.0,"APIs,Big Data,Computer Science,Data quality,Engineering,Hadoop"
2289,2510,Roosh,Middle ML Engineer/Developer (Graai),UKRAINE,Full Time,Senior-level,131000.0,"APIs,Architecture,AWS,CI/CD,Deep Learning,EDA"
2290,2511,ClearBank,Head of Data Privacy,UNITED KINGDOM - REMOTE,Full Time,Executive-level,102000.0,"Agile,APIs,Banking,Crypto,FinTech,Privacy"
2291,2512,Visa,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Agile,APIs,Big Data,Computer Science,Data Analytics,Data Mining"
2292,2513,Adevinta,Data Engineer,FRANCE,Full Time,Senior-level,115000.0,"Airflow,Ansible,APIs,Architecture,Athena,AWS"
2293,2515,PA Consulting,Machine Learning Engineer,UNITED KINGDOM,Full Time,Senior-level,131000.0,"Agile,AWS,CI/CD,Data pipelines,Data quality,Data visualization"
2294,2516,Angi,Business Intelligence,MEXICO - REMOTE,Full Time,Senior-level,62000.0,"Architecture,Business Intelligence,Data warehouse,Excel,Looker,LookML"
2295,2517,Roosh,Sales B2B (ZibraAI),UKRAINE,Full Time,All-Level,56000.0,"Machine Learning,VR"
2296,2518,Schonfeld,Data Engineer,UNITED STATES,Full Time,Senior-level,205000.0,"Agile,AWS,Business Intelligence,Computer Science,DataOps,Data quality"
2297,2519,Govini,Machine Learning Engineer,PANAMA,Full Time,All-Level,90000.0,"AWS,Big Data,Computer Science,Data analysis,Engineering,Git"
2298,2520,Business & Decision,Consultant(e) confirmé(e) ETL,FRANCE,Full Time,All-Level,56000.0,"Big Data,ETL,Informatica"
2299,2521,Codete,Data Engineer,POLAND - REMOTE,Full Time,Senior-level,56000.0,"Agile,Architecture,Azure,Big Data,Databricks,Git"
2300,2522,ShopriteX,Analytics Engineer II,SOUTH AFRICA,Full Time,Senior-level,110000.0,"Agile,Architecture,AWS,Business Analytics,Computer Science,Data pipelines"
2301,2523,BESIX,Senior Databricks Developer,BELGIUM,Full Time,Senior-level,62000.0,"Angular,APIs,Architecture,AWS,Azure,Databricks"
2302,2525,Adyen,"Team Lead, MLops",AMSTERDAM,Full Time,Senior-level,62000.0,"Airflow,Big Data,Dagster,DevOps,Engineering,Hadoop"
2303,2526,Roosh,Machine Learning Engineer,UKRAINE - REMOTE,Full Time,Senior-level,131000.0,"3D graphics,Content creation,CUDA,Deep Learning,GPU,Machine Learning"
2304,2528,Shift Technology,Data Scientist,BRAZIL - REMOTE,Full Time,Entry-level,39000.0,"Chatbots,Computer Science,CX,Engineering,Machine Learning,NLP"
2305,2529,Qontigo,Business Intelligence,ARGENTINA,Full Time,Entry-level,35000.0,"Agile,Business Intelligence,Computer Science,Engineering,Git,Jira"
2306,2530,Kambi,Data Engineer,SWEDEN,Full Time,Entry-level,59000.0,"Airflow,Engineering,Grafana"
2307,2532,Futurae,Data Analyst,PORTUGAL - REMOTE,Full Time,Mid-level,62000.0,"Agile,Big Data,CI/CD,Data analysis,DevOps,Finance"
2308,2533,Dark Wolf Solutions,Data Engineer,ICELAND,Full Time,Senior-level,115000.0,"Architecture,Big Data,Computer Science,Data analysis,Data pipelines,Docker"
2309,2534,Foursquare,"Senior Manager, Data Science (Foursquare Labs, Inc., New York, NY)",UNITED STATES,Full Time,Senior-level,153000.0,"Agile,Big Data,Computer Science,Data quality,Engineering,Machine Learning"
2310,2535,Aristotle,Data Engineer,UNITED STATES,Full Time,Mid-level,73000.0,"Computer Science,ETL,Excel,JavaScript,MS SQL,.NET"
2311,2536,Frazer-Nash Consultancy,Data Architect,UNITED KINGDOM,Full Time,Mid-level,65000.0,"Architecture,Data governance,Data quality,Data Warehousing,Engineering,Security"
2312,2537,Adevinta,Data Engineer,GERMANY,Full Time,Senior-level,115000.0,"AWS,Big Data,Data strategy,GCP,Kafka,Microservices"
2313,2538,Epic Creations Inc.,Data Analyst,REMOTE,Full Time,Senior-level,140000.0,"A/B testing,Engineering,Looker,Mathematics,Metabase,Python"
2314,2539,KoBold Metals,Applied Scientist,REMOTE,Full Time,Mid-level,70000.0,"Computer Science,Data analysis,EDA,Engineering,Git,GitHub"
2315,2540,Peloton,Associate Analytics Engineer,NEW YORK CITY,Full Time,Mid-level,112000.0,"Airflow,AWS,Business Intelligence,Consulting,Data Analytics,Data governance"
2316,2541,Flock Safety,Machine Learning Engineer,UNITED STATES,Full Time,All-Level,150000.0,"Computer Science,Data pipelines,Deep Learning,Engineering,Git,Linear algebra"
2317,2542,JFrog,Data Engineer,NETANYA,Full Time,Senior-level,115000.0,"AWS,Azure,DevOps,GCP,Kubernetes,MongoDB"
2318,2543,Cedar,Data Scientist,UNITED STATES,Full Time,Senior-level,178000.0,"Business Intelligence,Engineering,Healthcare technology,Looker,Machine Learning,ML models"
2319,2544,Deezer,Data Analyst,FRANCE,Internship,Entry-level,0.0,"Computer Science,Data analysis,Data Analytics,Data Studio,Economics,Engineering"
2320,2545,2K,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Airflow,APIs,AWS,Azure,Big Data,Business Intelligence"
2321,2546,Back Market,Data Analyst,FRANCE,Full Time,Senior-level,92000.0,"E-commerce,Python,SQL,Statistics"
2322,2547,Bosch Group,Data Engineer,PORTUGAL,Full Time,Senior-level,115000.0,"Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science"
2323,2548,Adevinta,Data Analyst,SPAIN,Full Time,Senior-level,92000.0,"Airflow,Big Data,Classification,Clustering,Data analysis,Databricks"
2324,2549,Canva,Machine Learning Engineer,AUSTRALIA,Full Time,Senior-level,131000.0,"Data analysis,Machine Learning,NLP"
2325,2550,STOW Group,Un.e Ingénieur.e Logiciel Robotics,FRANCE,Full Time,Entry-level,39000.0,"Docker,Linux,Python,Robotics"
2326,2551,ShopBack,Chatbot Specialist,GERMANY,Full Time,All-Level,56000.0,"Agile,Chatbots,Copywriting,CX,Data Analytics,Excel"
2327,2552,Captivation Software,Junior Software Engineer - Python / Java / AI / ML,UNITED STATES,Full Time,Entry-level,125000.0,"Computer Science,Engineering,Machine Learning,Python,Security"
2328,2553,Airbnb,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,185000.0,"A/B testing,Airflow,APIs,Computer Vision,Data pipelines,Data warehouse"
2329,2554,Utility Warehouse,Data Analyst,UNITED KINGDOM,Full Time,Entry-level,42000.0,"Architecture,Data Analytics,Data Studio,GCP,Looker,Python"
2330,2555,Tiger Analytics,Data Engineer, UNITED STATES - ,Full Time,Mid-level,73000.0,"AWS,Azure,Big Data,BigQuery,Data governance,Data pipelines"
2331,2556,Visa,Data Scientist,JAPAN,Full Time,Senior-level,129000.0,"Banking,Clustering,Computer Science,Consulting,Linux,Machine Learning"
2332,2557,Natixis in Portugal,Data Engineer,PORTUGAL,Full Time,Senior-level,30000.0,"Agile,Architecture,Azure,Banking,Big Data,Bitbucket"
2333,2560,Publicis Groupe,Business Intelligence,INDIA,Full Time,Senior-level,55000.0,"BigQuery,Business Intelligence,Data governance,Data management,Data visualization,Data Warehousing"
2334,2561,Bosch Group,Data Engineer,PORTUGAL,Full Time,Senior-level,115000.0,"Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science"
2335,2562,Verisk,Research Analyst,MEXICO,Full Time,Senior-level,69000.0,"Consulting,Data analysis,Economics,Engineering,Excel,Finance"
2336,2563,Loblaw Digital,Machine Learning Engineer,CANADA,Full Time,Senior-level,131000.0,"Computer Science,E-commerce,Kafka,KPIs,Looker,Machine Learning"
2337,2564,WHOOP,Data Scientist,MOROCCO,Full Time,Senior-level,129000.0,"Bayesian,Causal inference,Computer Science,Data visualization,Machine Learning,Mathematics"
2338,2565,Pipedrive,Data Science Lead,ESTONIA,Full Time,Senior-level,62000.0,"AWS,Data analysis,Data Analytics,Data governance,EDA,Engineering"
2339,2566,dentsu international,Analyst- Data Management,INDIA,Full Time,Entry-level,35000.0,"Data Analytics,Data management,Excel,Statistics"
2340,2567,SoFi,Data Scientist,CA - SAN FRANCISCO HQ; CA - ,Full Time,Senior-level,140000.0,"AWS,Business Intelligence,Computer Science,Data analysis,Finance,FinTech"
2341,2568,AFRY,Data Engineer,SWEDEN,Full Time,Senior-level,115000.0,"AWS,Azure,Computer Science,Databricks,Data pipelines,Data warehouse"
2342,2569,Applied Physics,Data Scientist,SWEDEN,Full Time,Mid-level,55000.0,"Computer Science,Data analysis,Data management,Engineering,Linux,Machine Learning"
2343,2570,Futurae,Software / ML Engineer (Remote),PORTUGAL - REMOTE,Full Time,Mid-level,77000.0,"Agile,APIs,Big Data,CI/CD,DevOps,Finance"
2344,2571,SoFi,Data Scientist,CA - SAN FRANCISCO HQ; CA - ,Full Time,Senior-level,197000.0,"A/B testing,Airflow,AWS,Big Data,Business Analytics,Data visualization"
2345,2572,Publicis Groupe,Head of Data & Analytics,UNITED KINGDOM,Full Time,Executive-level,102000.0,"Business Intelligence,Data management,Python,R,Spark,Statistics"
2346,2573,KMS Technology,AI Engineer,VIET NAM,Full Time,Senior-level,55000.0,"Computer Vision,Consulting,Healthcare technology,JavaScript,Keras,Machine Learning"
2347,2574,Deliveroo,Data Analyst,INDIA,Full Time,Senior-level,92000.0,"Causal inference,Data Mining,Data quality,Excel,Finance,Machine Learning"
2348,2575,Vosker,Data Architect,CANADA,Full Time,Senior-level,135000.0,"Architecture,Data governance,Data Warehousing,Engineering,ETL,RDBMS"
2349,2576,Tiger Analytics,Data Scientist, CANADA - REMOTE,Full Time,Mid-level,55000.0,"Computer Science,Consulting,Consulting firm,Data visualization,Deep Learning,Economics"
2350,2577,Unit4,Data Analyst,MALAYSIA,Full Time,Entry-level,42000.0,"AWS,Azure,Consulting,Data analysis,Databricks,DevOps"
2351,2578,Guidewire Software,Data Analyst,INDIA - CHENNAI,Full Time,Senior-level,92000.0,"APIs,Bitbucket,Computer Science,Data quality,Data visualization,Engineering"
2352,2579,Publicis Groupe,Data Analyst,FRANCE,Full Time,Entry-level,42000.0,"Agile,AWS,Azure,BigQuery,Data Analytics,Engineering"
2353,2580,insightsoftware,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Azure,Business Intelligence,Data analysis"
2354,2581,insightsoftware,"Manager, Engineering (C#, .NET CORE, SQL, React, AWS/Azure, ETL, SAP Systems)",INDIA,Full Time,Senior-level,55000.0,"Agile,Architecture,AWS,Azure,CI/CD,Classification"
2355,2582,Talan,Consultant(e) Power BI & Azure - H/F,FRANCE,Full Time,Entry-level,39000.0,"Azure,Consulting,Data Analytics,ETL,Kanban,Power BI"
2356,2583,Bosch Group,Data Analyst,VIET NAM,Full Time,Entry-level,42000.0,"Computer Science,Consulting,Data analysis,Data Mining,Economics,Engineering"
2357,2584,Verisk,Business Intelligence,UNITED STATES,Full Time,Senior-level,69000.0,"Angular,Architecture,Big Data,Business Intelligence,Computer Science,Data Analytics"
2358,2585,Experfy Inc,Business Analyst,UNITED STATES,Full Time,Mid-level,56000.0,"Agile,Business Intelligence,Data Analytics,Data management,Data quality,Data visualization"
2359,2586,Amazon.com,"SDM, ML Engineering, Amazon",UNITED STATES,Full Time,Senior-level,148000.0,"Architecture,AWS,Big Data,Computer Science,Data quality,Distributed Systems"
2360,2587,GlobeMed Group,BI Developer,LEBANON,Full Time,Senior-level,55000.0,"Business Intelligence,Computer Science,Data warehouse,ETL,QlikView,Research"
2361,2588,Zest AI,Data Scientist,REMOTE,Full Time,Senior-level,95000.0,"Big Data,Computer Science,Engineering,Machine Learning,Mathematics,Physics"
2362,2590,Motional,Senior Autonomy Integration Engineer - Commercialization Team,REMOTE,Full Time,Senior-level,168000.0,"Computer Science,Engineering,Machine Learning,Python,Robotics,Testing"
2363,2591,BlackSky,Data Engineer, REMOTE,Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,Big Data,Business Intelligence"
2364,2592,Sogetrel,Data Analyst,FRANCE,Full Time,Entry-level,42000.0,"Big Data,Excel,Power BI,Tableau"
2365,2593,MealSuite,Nutrition Data Management Specialist,CANADA,Full Time,Mid-level,56000.0,"Agile,Data management,Excel"
2366,2594,CI&T,Data Developer,BRAZIL,Full Time,All-Level,50000.0,"AWS,Azure,CX,Engineering,Hadoop,Oracle"
2367,2596,Cedar,Data Scientist,UNITED STATES,Full Time,Senior-level,148000.0,"Business Intelligence,Engineering,Healthcare technology,Looker,Machine Learning,ML models"
2368,2597,Believe,Data Specialist,FRANCE,Full Time,Senior-level,70000.0,"AWS,Big Data,Databricks,Data management"
2369,2598,BlaBlaCar,Data Engineer,PARIS OR REMOTE FROM FRANCE,Full Time,Mid-level,73000.0,"Airflow,BigQuery,Data management,Data quality,Data warehouse,Engineering"
2370,2599,Zscaler,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Airflow,BigQuery,Business Intelligence,Computer Science,Distributed Systems,Docker"
2371,2600,InnovaFeed,Data Engineer,FRANCE,Full Time,Entry-level,59000.0,"Computer Science,Databricks,Data pipelines,Data quality,Engineering,Industrial"
2372,2601,Publicis Groupe,Product Data Strategist (Hybrid),UNITED STATES,Full Time,Executive-level,81000.0,"Architecture,AWS,Azure,Computer Science,Data analysis,Data Mining"
2373,2602,dentsu international,DB/ETL Tech Lead,INDIA,Full Time,All-Level,50000.0,"AWS,Azure,BigQuery,Computer Science,Consulting,CX"
2374,2603,Databricks,Data Engineer,COSTA RICA,Full Time,Entry-level,59000.0,"AWS,Azure,Consulting,Data Analytics,Databricks,Data Warehousing"
2375,2604,Experian,Data Analyst,COSTA RICA,Full Time,Senior-level,92000.0,"AWS,Business Intelligence,Consulting,Data analysis,Data Mining,EDA"
2376,2605,Employer Direct Healthcare,Data Engineer,UNITED STATES,Full Time,Mid-level,73000.0,"Azure,Business Analytics,Data analysis,Data governance,Data pipelines,Engineering"
2377,2606,Etsy,"Software Engineer II, Machine Learning",UNITED STATES,Full Time,Senior-level,142000.0,"Azure,Engineering,GCP,Google Cloud,Machine Learning,ML infrastructure"
2378,2607,Doctor Care,Data Operations Administrator ( 3 Month Contract ), UNITED KINGDOM - REMOTE,Full Time,Mid-level,45000.0,"DataOps,Data quality,Excel"
2379,2608,Sertis,Data Analyst,BANGKOK,Full Time,Senior-level,92000.0,"Banking,Business Intelligence,Computer Vision,Data Analytics,Data governance,Data visualization"
2380,2609,Fluence,Data Scientist,SWITZERLAND,Full Time,Entry-level,39000.0,"Agile,Big Data,Chemistry,Data analysis,Engineering,Linux"
2381,2610,Cubic Telecom,Business Intelligence,IRELAND,Full Time,Mid-level,51000.0,"Business Intelligence,Finance"
2382,2611,Natixis in Portugal,Data Analyst,PORTUGAL,Full Time,Entry-level,42000.0,"Banking,Big Data,Business Intelligence,Excel,HiveQL,Power BI"
2383,2612,2K,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Airflow,APIs,Architecture,AWS,Azure,Big Data"
2384,2613,Interpublic Group,"IT Intern, Data Integration Services",USA - REMOTE,Internship,Entry-level,0.0,"Excel,Splunk,Testing"
2385,2614,Spreedly,Data Analyst,UNITED STATES,Full Time,Senior-level,92000.0,"APIs,Big Data,Business Analytics,Data analysis,Data quality,Data visualization"
2386,2616,"Flagship Pioneering, Inc.",Deep Learning (AI) Lead, MA USA,Full Time,Senior-level,69000.0,"Architecture,AWS,BERT,Biology,Chemistry,Computer Science"
2387,2618,StackAdapt,Data Analyst,CANADA,Full Time,Senior-level,92000.0,"Economics,Elasticsearch,Engineering,Excel,Finance,Mathematics"
2388,2619,Experian,Data Scientist,UNITED STATES,Full Time,Senior-level,129000.0,"Computer Science,Data analysis,Linux,Mathematics,Python,Research"
2389,2620,AUTO1 Group,Data Scientist,GERMANY,Full Time,Senior-level,144000.0,"AWS,Azure,Engineering,GCP,Google Cloud,Machine Learning"
2390,2621,PEAK6,Senior Machine Learning Scientist,UNITED KINGDOM,Full Time,Senior-level,129000.0,"APIs,Clustering,Computer Science,Data pipelines,Deep Learning,Engineering"
2391,2622,Sertis,Machine Learning Engineer,THAILAND,Full Time,Senior-level,131000.0,"Architecture,AWS,Azure,Banking,Caffe,CI/CD"
2392,2623,Amazon.com,"Senior Applied Scientist, Sponsored Products, Demand Identification",CANADA,Full Time,Senior-level,136000.0,"A/B testing,Data analysis,Deep Learning,Distributed Systems,Engineering,Hadoop"
2393,2624,Jalasoft,Artificial Intelligence and Machine Learning Developer,PERU - REMOTE,Full Time,Mid-level,33000.0,"CI/CD,Computer Vision,Deep Learning,Docker,Engineering,GCP"
2394,2625,Addepar,Data Engineer,INDIA,Full Time,Senior-level,115000.0,"Agile,Databricks,ELT,Engineering,ETL,FinTech"
2395,2626,dentsu international,Modelling / Data Science - Lead Analyst - Analytics,INDIA,Full Time,Senior-level,55000.0,"Computer Science,Consulting,CX,EDA,Excel,Mathematics"
2396,2627,OPPO Research Center,Senior Research Scientist/Engineer -Video Understanding,UNITED STATES,Full Time,Mid-level,100000.0,"Caffe,Computer Science,Computer Vision,Deep Learning,Diffusion models,Engineering"
2397,2628,Informa Group Plc.,Data Architect,UNITED KINGDOM,Full Time,Senior-level,135000.0,"Agile,Architecture,Athena,AWS,Data governance,Data management"
2398,2629,Zego,Senior Analytics Engineer, UNITED KINGDOM - REMOTE,Full Time,Mid-level,54000.0,"Airflow,Amplitude,AWS,Data quality,Data warehouse,Engineering"
2399,2630,CGG,NLP Engineer,UNITED STATES,Full Time,Entry-level,44000.0,"Architecture,CI/CD,Classification,Git,Linux,LLMs"
2400,2631,BEES,Data Scientist,NEW YORK CITY,Full Time,Mid-level,55000.0,"Computer Science,Consulting,Databricks,Data visualization,Deep Learning,E-commerce"
2401,2632,Publicis Groupe,Data Scientist,FRANCE,Full Time,Senior-level,129000.0,"Agile,AWS,Azure,BigQuery,Data strategy,Engineering"
2402,2633,Eurofins,Specification Coordinator - Data Management,UNITED STATES,Full Time,Entry-level,39000.0,"Data management,Excel,Research,Testing"
2403,2634,Capco,Data Engineer,US - DALLAS,Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Big Data,Consulting,Data management"
2404,2635,Sertis,Data and Analytics Manager,BANGKOK,Full Time,Senior-level,55000.0,"Banking,Business Intelligence,Computer Vision,Data Analytics,Data visualization,Engineering"
2405,2636,Syngenta Group,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"APIs,CX,Data management,Data quality,Machine Learning,Microservices"
2406,2637,OZ,Data Engineer,ARGENTINA,Full Time,Mid-level,45000.0,"Architecture,Azure,Big Data,Computer Science,Databricks,Data pipelines"
2407,2638,Sertis,Data Analyst,BANGKOK,Full Time,Senior-level,92000.0,"Banking,Computer Vision,Consulting,Excel,Market research,Research"
2408,2639,ServiceNow,Software QA Engineer - Machine Learning QE,UNITED STATES,Full Time,Senior-level,98000.0,"Agile,Engineering,Machine Learning,Testing"
2409,2640,Talan,Consultant(e) Data Analytics - H/F,FRANCE,Full Time,Entry-level,39000.0,"AWS,Azure,Big Data,Data Analytics,ETL,GCP"
2410,2641,Tiger Analytics,Power BI Architect,UNITED STATES,Full Time,Mid-level,56000.0,"Architecture,Azure,Big Data,CI/CD,Consulting,Consulting firm"
2411,2642,Farfetch,Senior Data Product Manager, DELHI NCR,Full Time,Senior-level,55000.0,"Big Data,Business Intelligence,CX,Data Warehousing,E-commerce,Engineering"
2412,2643,Zoox,Business Intelligence,CANADA,Full Time,Senior-level,69000.0,"Business Intelligence,Data quality,Data Warehousing,Engineering,ETL,Looker"
2413,2644,Riverside Research,Machine Learning Engineer,UNITED STATES,Full Time,Senior-level,131000.0,"Angular,APIs,Architecture,Computer Science,Computer Vision,Data analysis"
2414,2645,Illuma Technology,Data Analyst,UNITED KINGDOM,Full Time,Entry-level,42000.0,"Business Intelligence,Computer Science,Data Mining,Linux,Machine Learning,Metabase"
2415,2646,Squarespace,Data Engineer,UNITED STATES,Full Time,Senior-level,115000.0,"Airflow,BigQuery,Data pipelines,Data quality,Distributed Systems,Docker"
2416,2647,Syngenta Group,MLOps Engineer,UNITED STATES,Full Time,Senior-level,56000.0,"Agile,AWS,Azure,Big Data,CI/CD,DevOps"
2417,2648,Snorkel AI,Applied Research Scientist,CANADA,Full Time,Senior-level,89000.0,"AWS,Data pipelines,Engineering,GCP,Genetics,Google Cloud"
2418,2649,NielsenIQ,Junior Insight Analyst,PHILIPPINES,Full Time,Entry-level,35000.0,"Business Intelligence,Economics,Excel,Genetics,Market research,Research"
2419,2650,Wolt,Data Analyst,GERMANY,Full Time,Senior-level,92000.0,"A/B testing,Business Intelligence,Computer Science,CX,Data analysis,Data Analytics"
2420,2651,Experian,Data Engineer,UNITED KINGDOM,Full Time,Senior-level,115000.0,"Agile,Airflow,APIs,Architecture,Athena,AWS"
2421,2652,harrison.ai,Machine Learning Engineer,AUSTRALIA,Full Time,Senior-level,131000.0,"Agile,Classification,Computer Vision,Deep Learning,Engineering,Machine Learning"
2422,2653,SoFi,Analytics Engineer,UNITED KINGDOM,Full Time,Senior-level,110000.0,"Airflow,Computer Science,Data pipelines,Data warehouse,Engineering,Finance"
2423,2654,Surprise.com,Data Analyst,ISRAEL,Full Time,Senior-level,30000.0,"A/B testing,BigQuery,Computer Science,Data Studio,Engineering,Finance"
2424,2655,Innovaccer,Data Scientist,INDIA,Full Time,Mid-level,55000.0,"APIs,Architecture,AWS,Big Data,Computer Science,Deep Learning"
2425,2656,Tesco Bengaluru,Business Intelligence,INDIA,Full Time,Senior-level,55000.0,"Business Intelligence,CX,Data Warehousing,Engineering,Finance,Hadoop"
2426,2657,Level AI,AI Engineer,UNITED STATES,Full Time,Mid-level,51000.0,"Architecture,Django,Engineering,GCP,NLP,OOP"
2427,2658,SGS,Data Analyst,NETHERLANDS,Full Time,Entry-level,42000.0,"Computer Science,Data analysis,Data visualization,Excel,Industrial,Mathematics"
2428,2659,Sia Partners,Data Engineer,NETHERLANDS,Full Time,Entry-level,39000.0,"APIs,Architecture,AWS,Azure,Big Data,CI/CD"
2429,2660,Tiger Analytics,Data Scientist, CANADA - REMOTE,Full Time,Mid-level,55000.0,"Classification,Clustering,Computer Science,Consulting,Consulting firm,Data Analytics"
2430,2661,Beyond Finance,Data Engineer,ISRAEL,Full Time,Senior-level,141000.0,"Airflow,Ansible,Architecture,AWS,BigQuery,Computer Science"
2431,2662,CRI Group,Business Intelligence,BELGIUM,Full Time,Senior-level,62000.0,"Architecture,Business Intelligence,Data analysis,Data management,Data Mining,Data quality"
